participant,exp_name,date,session,eccentricity,eccentricityDVA,gaborSize,gaborSizeDVA,gaborSF,gaborSFDVA,training-test,trial,xPosition,yPosition,meridian,contrast,ori,VF,resp,accuracy,accCount,condition,trialCount,contrastRule
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,117,0.0,-668.5,meridianV,0.42999999999999994,horizontal,down,down,1,1,down_horizontal,16,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,118,0.0,668.5,meridianV,0.43999999999999995,horizontal,up,up,1,1,up_horizontal,15,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,119,-668.5,0.0,meridianH,0.060000000000000005,vertical,left,left,1,1,left_vertical,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,120,668.5,0.0,meridianH,0.060000000000000005,horizontal,right,down,0,0,right_horizontal,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,121,668.5,0.0,meridianH,0.72,horizontal,right,right,1,1,right_horizontal,14,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,122,-668.5,0.0,meridianH,0.43999999999999995,horizontal,left,left,1,1,left_horizontal,14,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,123,-668.5,0.0,meridianH,0.060000000000000005,vertical,left,right,0,0,left_vertical,14,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,124,0.0,668.5,meridianV,0.4099999999999999,vertical,up,up,1,1,up_vertical,19,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,125,0.0,668.5,meridianV,0.43999999999999995,horizontal,up,up,1,2,up_horizontal,16,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,126,668.5,0.0,meridianH,0.77,horizontal,right,right,1,2,right_horizontal,15,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,127,668.5,0.0,meridianH,0.05,horizontal,right,right,1,1,right_horizontal,16,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,128,0.0,-668.5,meridianV,0.42999999999999994,horizontal,down,down,1,2,down_horizontal,17,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,129,0.0,-668.5,meridianV,0.41999999999999993,horizontal,down,down,1,1,down_horizontal,18,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,130,0.0,-668.5,meridianV,0.41999999999999993,horizontal,down,down,1,2,down_horizontal,19,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,131,668.5,0.0,meridianH,0.93,vertical,right,right,1,2,right_vertical,19,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,132,-668.5,0.0,meridianH,0.43999999999999995,horizontal,left,left,1,2,left_horizontal,15,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,133,668.5,0.0,meridianH,0.41999999999999993,vertical,right,right,1,1,right_vertical,20,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,134,0.0,668.5,meridianV,0.4099999999999999,vertical,up,up,1,2,up_vertical,20,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,135,-668.5,0.0,meridianH,0.07,vertical,left,up,0,0,left_vertical,15,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,136,0.0,668.5,meridianV,0.9,vertical,up,up,1,3,up_vertical,21,highCont
